id,name,sectype,currency,exchange,minvol,maxvol,meanvol,medianvol
3820,HCC,,,,0.244564,1.43572,0.563298,0.477719
3821,HCCH,,,,0.0310791,1.12797,0.298148,0.203739
3822,HCCHR,,,,0.743491,5.8719,2.72406,2.85958
3823,HCCHU,,,,0.0420534,1.64779,0.538266,0.0841909
3824,HCCHW,,,,,,,
3825,HCCI,,,,0.145244,1.89428,0.446541,0.402947
3826,HCDI,,,,,,,
3827,HCFT,,,,0.0704807,2.38301,0.349637,0.272881
3828,HCHC,,,,0.0833078,1.84269,0.540438,0.486755
3829,HCI,,,,0.0922671,1.28937,0.400144,0.3747
3830,HCKT,,,,0.105151,1.39289,0.457826,0.397726
3831,HCM,,,,0.133704,1.23045,0.481277,0.446512
3832,HCRB,,,,,,,
3833,HCSG,,,,0.0922308,1.30584,0.364005,0.310232
3834,HCXY,,,,0.0583529,0.8464,0.204938,0.149771
3835,HCXZ,,,,0.0518344,1.04949,0.176054,0.115851
3836,HD,,,,0.0744742,1.83556,0.294488,0.232761
3837,HDAW,,,,0.0675878,0.801187,0.183851,0.144992
3838,HDB,,,,0.0916552,2.83873,0.370843,0.297384
3839,HDEF,,,,0.0682285,0.76052,0.182359,0.130725
3840,HDG,,,,0.0229332,0.239051,0.0594092,0.0506174
3841,HDGE,,,,0.069931,0.839123,0.223508,0.185944
3842,HDIV,,,,0.168966,0.578559,0.280926,0.265067
3843,HDLB,,,,0.204987,2.3444,0.774971,0.556355
3844,HDMV,,,,0.0426765,0.605495,0.122788,0.102247
3845,HDS,,,,0.109316,1.17386,0.296865,0.260676
3846,HDSN,,,,0.18228,3.14231,0.879099,0.805086
3847,HDV,,,,0.0460681,0.823141,0.131137,0.106318
3848,HE,,,,0.065723,1.99173,0.199571,0.162679
3849,HEAR,,,,,,,
3850,HEC,,,,0.0721347,0.430748,0.104056,0.0874889
3851,HECCU,,,,0.0645136,0.144234,0.103705,0.103121
3852,HECCW,,,,,,,
3853,HEDJ,,,,,,,
3854,HEEM,,,,0.0794772,0.718543,0.169782,0.151524
3855,HEES,,,,0.192634,1.47207,0.535215,0.475959
3856,HEFA,,,,0.0473088,0.775607,0.160109,0.140753
3857,HEI,,,,0.111702,1.35325,0.404765,0.33653
3858,HEI.A,,,,,,,
3859,HELE,,,,0.112781,2.11272,0.420375,0.360619
3860,HELX,,,,0.231568,0.889733,0.343661,0.302821
3861,HEP,,,,0.0626555,2.89276,0.315771,0.239263
3862,HEPA,,,,0.356576,9.59192,1.34411,1.05431
3863,HEQ,,,,0.0549499,1.05265,0.163359,0.129517
3864,HERO,,,,0.0851139,0.61316,0.319356,0.3275
3865,HES,,,,0.114607,4.66462,0.421963,0.349163
3866,HESM,,,,,,,
3867,HEWC,,,,0.0483775,0.801242,0.158235,0.120814
3868,HEWG,,,,0.0499948,0.886984,0.195868,0.159986
3869,HEWJ,,,,0.0702175,0.769085,0.20376,0.170179
3870,HEWU,,,,0.0580476,0.667605,0.17258,0.135878
3871,HEWW,,,,0.0764842,1.68156,0.301989,0.250775
3872,HEXO,,,,0.406225,2.76147,1.04002,0.800031
3873,HEZU,,,,0.0496752,0.884333,0.182036,0.155417
3874,HFC,,,,0.0901441,3.03527,0.431626,0.349076
3875,HFEN,,,,,,,
3876,HFFG,,,,0.043074,2.21853,0.609569,0.45048
3877,HFR-A,,,,,,,
3878,HFRO,,,,0.0271058,0.787335,0.18298,0.137516
3879,HFWA,,,,0.0629976,3.87966,0.292963,0.234392
3880,HFXI,,,,0.0528849,0.766572,0.160546,0.131691
3881,HGBL,,,,1.37269e-09,3.09274,1.29409,1.13567
3882,HGEN,,,,,,,
3883,HGH,,,,0.0323782,0.682407,0.100552,0.0864005
3884,HGLB,,,,0.0969233,1.48344,0.307236,0.197216
3885,HGSH,,,,0.333639,4.3922,1.09782,0.922503
3886,HGV,,,,0.10909,1.89617,0.391717,0.27487
3887,HHC,,,,,,,
3888,HHR,,,,0.258534,1.13292,0.494765,0.418624
3889,HI,,,,0.115097,1.30062,0.292829,0.240438
3890,HIBB,,,,0.136742,1.88044,0.490496,0.435796
3891,HIBL,,,,0.326464,9.80378,2.24044,1.16799
3892,HIBS,,,,0.41896,3.07118,1.37007,1.10061
3893,HIE,,,,0.089697,1.5928,0.249442,0.198083
3894,HIFS,,,,0.0522072,1.60077,0.323564,0.290485
3895,HIG,,,,0.084858,4.0648,0.363195,0.258906
3896,HIG.U,,,,,,,
3897,HIG-G,,,,,,,
3898,HIHO,,,,0.117996,4.81155,0.887857,0.679755
3899,HII,,,,0.0982435,0.895649,0.257815,0.226879
3900,HIL,,,,0.10639,4.26692,0.569358,0.452403
3901,HIMX,,,,0.16051,1.58802,0.595973,0.543243
3902,HIO,,,,0.0361923,2.02531,0.164321,0.128721
3903,HIPR,,,,0.18125,0.385645,0.289099,0.306031
3904,HIPS,,,,0.0624509,1.10367,0.176497,0.130951
3905,HIW,,,,0.0708791,1.89921,0.263304,0.196306
3906,HIX,,,,0.0298797,1.08288,0.170199,0.129546
3907,HJLI,,,,0.47601,2.3701,1.18327,1.12483
3908,HJLIW,,,,,,,
3909,HJPX,,,,0.153241,0.720117,0.384184,0.317594
3910,HKIB,,,,0.0920846,0.90268,0.4451,0.413632
3911,HL,,,,0.212179,2.4384,0.60276,0.563665
3912,HLAL,,,,0.0691647,0.750684,0.249761,0.226528
3913,HL-B,,,,,,,
3914,HLF,,,,0.0752427,2.92836,0.451152,0.364537
3915,HLG,,,,0.06237,1.42938,0.45183,0.398128
3916,HLI,,,,0.107138,0.685037,0.258022,0.23803
3917,HLIO,,,,0.0739881,1.9517,0.469766,0.407499
3918,HLIT,,,,0.128776,2.39143,0.667505,0.55721
3919,HLM.P,,,,,,,
3920,HLNE,,,,0.119073,1.30314,0.331048,0.286454
3921,HLT,,,,0.0804245,3.09395,0.315429,0.239719
3922,HLX,,,,0.169754,2.90716,0.580845,0.485467
3923,HLXA,,,,0.231325,0.247839,0.239206,0.235179
3924,HMC,,,,0.0933895,4.05992,0.300663,0.255375
3925,HMG,,,,0.177392,2.79993,0.700141,0.59118
3926,HMHC,,,,0.123743,2.32753,0.506153,0.377879
3927,HMI,,,,0.338181,1.02137,0.626986,0.63938
3928,HML-A,,,,,,,
3929,HMLP,,,,0.124787,2.21803,0.378445,0.293568
3930,HMN,,,,0.110376,2.04896,0.321951,0.252611
3931,HMNF,,,,0.0923994,3.36573,0.415082,0.283224
3932,HMOP,,,,0.0145611,0.240559,0.0423593,0.0255642
3933,HMST,,,,0.122944,2.89891,0.362136,0.264703
3934,HMSY,,,,0.146512,4.61407,0.511746,0.427995
3935,HMTV,,,,,,,
3936,HMY,,,,0.214164,1.63429,0.582466,0.535179
3937,HNDL,,,,0.0307749,0.502123,0.0907713,0.0665263
3938,HNGR,,,,0.0802541,5.21187,0.496295,0.417755
3939,HNI,,,,0.116422,2.04931,0.377546,0.32798
3940,HNNA,,,,0.153813,1.62076,0.42498,0.367607
3941,HNP,,,,0.112604,2.05295,0.402544,0.353388
3942,HNRG,,,,0.14092,2.34355,0.520435,0.447302
3943,HNW,,,,0.0388838,1.05014,0.158346,0.123126
3944,HOFT,,,,0.0940828,2.02758,0.422863,0.374684
3945,HOFV,,,,0.0197477,2.85253,0.598221,0.0515053
3946,HOFVW,,,,,,,
3947,HOG,,,,0.11824,2.01732,0.361368,0.291079
3948,HOL,,,,0.078802,0.0891672,0.0839559,0.0839273
3949,HOLD,,,,0.00353735,0.0673218,0.0164111,0.0135202
3950,HOLI,,,,0.157702,1.50825,0.488934,0.429168
3951,HOLUU,,,,0.0791337,0.156703,0.129055,0.132936
3952,HOLX,,,,0.110565,3.05829,0.460875,0.381192
3953,HOMB,,,,0.111621,2.94607,0.366939,0.281646
3954,HOME,,,,0.209796,2.74379,0.804738,0.60057
3955,HOMZ,,,,0.0772047,1.08691,0.269892,0.170073
3956,HON,,,,0.0615541,2.0001,0.292136,0.231226
3957,HONE,,,,0.0691751,2.64294,0.328302,0.22334
3958,HOOK,,,,0.394707,2.63769,1.02423,0.929449
3959,HOPE,,,,0.104347,2.11027,0.426812,0.331878
3960,HOTH,,,,0.350616,1.81169,0.958757,0.840102
3961,HOV,,,,0.179121,12.944,0.674943,0.487354
3962,HOVNP,,,,0.0535896,3.61655,0.701466,0.568383
3963,HP,,,,0.149202,2.2043,0.426258,0.369584
3964,HPE,,,,0.140742,1.0859,0.357437,0.298195
3965,HPF,,,,0.0268959,1.90363,0.169667,0.104356
3966,HPI,,,,0.034761,1.89871,0.178886,0.118861
3967,HPK,,,,0.0206081,1.75841,0.200372,0.0424921
3968,HPP,,,,0.0876461,1.49163,0.235314,0.183323
3969,HPQ,,,,0.0863374,2.01307,0.37222,0.323773
3970,HPR,,,,0.323542,16.6021,1.77478,0.899445
3971,HPS,,,,0.0335671,1.85195,0.181246,0.113782
3972,HPX,,,,0.0492004,0.0967262,0.0775457,0.0789548
3973,HPX.U,,,,,,,
3974,HPX.W,,,,,,,
3975,HQH,,,,0.0683487,0.967966,0.246522,0.208521
3976,HQI,,,,0.150002,3.22677,0.656068,0.540512
3977,HQL,,,,0.0554495,1.03536,0.248608,0.212261
3978,HQY,,,,0.164855,1.46434,0.481329,0.428189
3979,HR,,,,0.0855123,1.53898,0.257357,0.205496
3980,HRB,,,,0.102458,2.07109,0.340345,0.293526
3981,HRC,,,,0.0713008,1.74049,0.27512,0.236347
3982,HRI,,,,0.161347,4.62429,0.585146,0.459695
3983,HRL,,,,0.0700389,2.94507,0.259044,0.20854
3984,HRMY,,,,0.689272,0.906759,0.815342,0.81761
3985,HROW,,,,0.120137,1.43737,0.639755,0.597781
3986,HRTG,,,,0.110435,0.985652,0.37698,0.354844
3987,HRTX,,,,0.256112,1.65709,0.656812,0.583906
3988,HRZN,,,,0.0725533,2.29428,0.271289,0.199787
3989,HSAQ,,,,0.189331,0.384383,0.273642,0.310323
3990,HSB-A,,,,,,,
3991,HSBC,,,,0.0528726,1.16796,0.243189,0.204962
3992,HSC,,,,0.101091,2.92085,0.387651,0.31227
3993,HSCZ,,,,0.0577933,0.753844,0.166104,0.126824
3994,HSDT,,,,0.256005,8.35817,1.11077,0.789953
3995,HSIC,,,,0.0722342,2.71981,0.326946,0.243629
3996,HSII,,,,0.128493,1.0337,0.434324,0.39915
3997,HSKA,,,,0.166826,10.2177,0.76108,0.593524
3998,HSMV,,,,0.127828,0.381424,0.184559,0.173517
3999,HSON,,,,0.119097,9.66933,0.61785,0.468793
4000,HSRT,,,,0.0112288,0.142796,0.0355667,0.0231197
4001,HST,,,,0.0967475,1.92749,0.343248,0.264884
4002,HSTM,,,,0.150979,2.98633,0.615213,0.495248
4003,HSTO,,,,0.307624,9.43228,1.13217,0.812263
4004,HSY,,,,0.0761547,2.03763,0.236173,0.191406
4005,HT,,,,0.112385,5.78436,0.413714,0.284443
4006,HTA,,,,0.0866591,2.95899,0.263517,0.194423
4007,HTAB,,,,0.020995,0.408424,0.124468,0.0963418
4008,HTBI,,,,0.0646872,1.43224,0.22513,0.180175
4009,HTBK,,,,0.0791188,1.88301,0.393135,0.297283
4010,HTBX,,,,0.266259,5.03438,1.15391,0.901456
4011,HT-C,,,,,,,
4012,HTD,,,,0.0480633,1.55366,0.184817,0.131375
4013,HT-D,,,,,,,
4014,HT-E,,,,,,,
4015,HTEC,,,,0.0832966,0.724409,0.259747,0.221025
4016,HTFA,,,,,,,
4017,HTGC,,,,0.0614685,1.48225,0.310868,0.263832
4018,HTGM,,,,0.376062,4.44551,1.06114,0.922797
4019,HTH,,,,0.0941971,1.35836,0.296677,0.25475
4020,HTHT,,,,0.128034,5.82356,0.507548,0.440645
4021,HTIA,,,,0.0658921,2.25966,0.696832,0.432027
4022,HTLD,,,,0.116364,1.33912,0.348197,0.298092
4023,HTLF,,,,0.0919418,2.22817,0.368795,0.298375
4024,HTLFP,,,,0.0761137,0.159795,0.118845,0.107303
4025,HTRB,,,,0.0202023,0.234537,0.0696796,0.0474375
4026,HTUS,,,,0.0129414,1.27657,0.135788,0.0674482
4027,HTY,,,,0.0697058,1.12974,0.233974,0.198449
4028,HUBB,,,,0.0759293,2.02287,0.261019,0.223113
4029,HUBG,,,,0.13452,2.83066,0.450976,0.383153
4030,HUBS,,,,0.247957,1.27967,0.434353,0.396374
4031,HUGE,,,,0.446201,2.71254,1.16988,0.951054
4032,HUIZ,,,,0.205086,1.3596,0.658611,0.641616
4033,HUM,,,,0.0730713,1.30709,0.377173,0.329815
4034,HUN,,,,0.0973179,2.60593,0.447697,0.360542
4035,HURC,,,,0.149605,1.56041,0.535552,0.470836
4036,HURN,,,,0.12757,2.79299,0.378216,0.32799
4037,HUSA,,,,0.33592,3.05795,0.99043,0.8795
4038,HUSN,,,,0.261932,6.67002,1.49748,1.1281
4039,HUSV,,,,0.0399666,0.782389,0.125628,0.0853024
4040,HUYA,,,,0.359766,1.4556,0.681738,0.64455
4041,HVBC,,,,0.042958,1.09866,0.285692,0.21846
4042,HVT,,,,0.14008,2.14495,0.413643,0.37391
4043,HVT.A,,,,,,,
4044,HWBK,,,,0.0955432,1.84446,0.399809,0.340661
4045,HWC,,,,0.0987188,2.06007,0.336788,0.276872
4046,HWCC,,,,0.140967,1.48283,0.459518,0.407562
4047,HWCPL,,,,,,,
4048,HWCPZ,,,,0.052192,0.139149,0.0978795,0.102683
4049,HWKN,,,,0.0558909,1.21234,0.349618,0.30847
4050,HWM,,,,0.164891,1.73842,0.461758,0.371702
4051,HWM.P,,,,,,,
4052,HX,,,,0.239174,3.40567,1.01489,0.824531
4053,HXL,,,,0.109417,1.57815,0.438212,0.376524
4054,HY,,,,0.142628,1.28474,0.368639,0.345541
4055,HYAC,,,,0.0259479,0.235033,0.101755,0.064158
4056,HYACW,,,,,,,
4057,HYB,,,,0.0475738,6.87064,0.227612,0.129768
4058,HYBB,,,,,,,
4059,HYD,,,,0.0146623,2.8965,0.103147,0.0457033
4060,HYDB,,,,0.0230117,0.370653,0.0700172,0.0496463
4061,HYDW,,,,0.0184606,0.329447,0.0726552,0.0462115
4062,HYEM,,,,,,,
4063,HYG,,,,0.0173413,0.646293,0.0949541,0.0673239
4064,HYGH,,,,0.0212283,0.44533,0.077659,0.0579848
4065,HYGV,,,,0.0225395,0.486493,0.0914625,0.0572801
4066,HYHG,,,,0.0309703,0.469976,0.0832171,0.0699189
4067,HYI,,,,0.0408661,0.71292,0.118979,0.0969481
4068,HYL.W,,,,,,,
4069,HYLB,,,,0.0181478,0.445021,0.0635493,0.0423442
4070,HYLD,,,,,,,
4071,HYLN,,,,0.0248387,2.20251,0.645708,0.0935995
4072,HYLS,,,,0.0162126,0.361195,0.0507299,0.0405084
4073,HYLV,,,,0.0183897,0.49928,0.0661655,0.039551
4074,HYMB,,,,0.0159877,0.933279,0.0641693,0.0374482
4075,HYMC,,,,0.0162496,1.43545,0.304207,0.0512414
4076,HYMCW,,,,,,,
4077,HYMCZ,,,,,,,
4078,HYRE,,,,0.544308,1.54554,0.991379,0.967684
4079,HYS,,,,0.0128101,0.703115,0.0585711,0.0387183
4080,HYT,,,,0.0302107,1.04834,0.14935,0.110326
4081,HYTR,,,,0.0260606,0.13844,0.0719735,0.0689097
4082,HYUP,,,,0.0373984,0.544705,0.137614,0.0827117
4083,HYXF,,,,0.0226593,0.46769,0.0846202,0.0555466
4084,HYXU,,,,0.0298912,0.421987,0.0966664,0.0792991
4085,HYZD,,,,0.02037,0.549781,0.0849798,0.0742024
4086,HZA.U,,,,,,,
4087,HZA.W,,,,,,,
4088,HZAC,,,,0.103071,0.134817,0.123858,0.129966
4089,HZN,,,,0.204896,2.42437,0.728687,0.584476
4090,HZNP,,,,0.203686,1.46926,0.611035,0.529934
4091,HZO,,,,0.131277,2.84418,0.51696,0.443172
4092,HZO.U,,,,,,,
4093,IAA,,,,0.18983,1.19231,0.432247,0.368816
4094,IAC,,,,0.305642,0.448709,0.392071,0.398943
4095,IAC.U,,,,,,,
4096,IAC.W,,,,,,,
4097,IACA,,,,,,,
4098,IAE,,,,0.0668136,1.26676,0.236899,0.200424
4099,IAF,,,,0.0756506,1.49954,0.256116,0.209568
4100,IAG,,,,0.232073,1.87024,0.5591,0.517727
4101,IAGG,,,,0.0161261,0.164779,0.0364033,0.0311185
4102,IAI,,,,0.0672872,1.16117,0.260934,0.201623
4103,IAK,,,,0.0575332,1.06587,0.227197,0.160134
4104,IART,,,,0.109076,2.84942,0.443861,0.311344
4105,IAT,,,,0.0617325,1.26444,0.275509,0.19966
4106,IAU,,,,0.064396,9.57422,0.245609,0.152138
4107,IAUF,,,,0.0786797,0.415833,0.187837,0.16565
4108,IBA,,,,0.0859122,1.37852,0.3094,0.282848
4109,IBB,,,,0.0898236,4.60705,0.284231,0.219626
4110,IBBJ,,,,0.258153,0.380095,0.316852,0.317109
4111,IBCE,,,,0.0184756,0.211466,0.0559222,0.0471885
4112,IBCP,,,,0.0810018,9.94435,0.509347,0.286454
4113,IBD,,,,0.0268227,0.336483,0.068852,0.0519156
4114,IBDD,,,,0.0146731,0.227018,0.0516776,0.0393659
4115,IBDL,,,,0.00571607,5.84057,0.145816,0.016483
4116,IBDM,,,,0.00617086,5.78332,0.152582,0.0198098
4117,IBDN,,,,0.00840477,5.78775,0.137276,0.0274939
4118,IBDO,,,,0.0114375,0.264978,0.0401905,0.0296548
4119,IBDP,,,,0.0154934,0.297688,0.0453163,0.036068
4120,IBDQ,,,,0.0177486,5.74253,0.173437,0.0402615
4121,IBDR,,,,0.0205213,0.284703,0.0524807,0.0414155
4122,IBDS,,,,0.025688,0.3156,0.0567307,0.0453605
4123,IBDT,,,,0.0262357,0.327531,0.0674535,0.0490843
4124,IBDU,,,,0.0293937,0.378275,0.0864172,0.0477601
4125,IBDV,,,,0.0342245,0.0614593,0.0481422,0.0478662
4126,IBEX,,,,0.464779,1.33764,0.863866,0.881376
4127,IBHA,,,,0.0158165,0.306725,0.0696813,0.0395293
4128,IBHB,,,,0.0269489,0.572422,0.126963,0.0525352
4129,IBHC,,,,0.0254795,0.466152,0.105523,0.0579689
4130,IBHD,,,,0.0370792,0.448809,0.11914,0.0626319
4131,IBHE,,,,0.0344411,0.663304,0.140608,0.0614255
4132,IBHF,,,,,,,
4133,IBIO,,,,0.330914,4.68882,1.09545,0.943024
4134,IBKR,,,,0.102334,1.16978,0.323345,0.274887
4135,IBM,,,,0.067777,2.16467,0.267576,0.217324
4136,IBMJ,,,,0.00652745,0.092877,0.0220048,0.0186754
4137,IBMK,,,,0.00952476,0.144022,0.0262842,0.0198181
4138,IBML,,,,0.0104052,0.170175,0.0273708,0.0233394
4139,IBMM,,,,0.0110568,0.234123,0.0321885,0.0203152
4140,IBMN,,,,0.010254,0.27597,0.0396919,0.0203002
4141,IBMO,,,,0.0142647,0.313817,0.0522434,0.0230122
4142,IBMP,,,,0.0197209,0.344112,0.0616245,0.0286241
4143,IBMQ,,,,0.0151988,0.372437,0.0669016,0.0319714
4144,IBN,,,,0.135834,6.68839,0.494795,0.38609
4145,IBND,,,,0.0375857,0.235207,0.0881185,0.0815903
4146,IBOC,,,,0.0452277,1.65993,0.340502,0.288606
4147,IBP,,,,0.169959,1.90381,0.428411,0.370955
4148,IBTB,,,,0.00543133,0.0355705,0.0137808,0.00941505
4149,IBTD,,,,0.00583249,0.0580827,0.014001,0.00831044
4150,IBTE,,,,0.00894756,0.0787998,0.0196724,0.0124959
4151,IBTF,,,,0.0110805,0.0822484,0.0250896,0.0184183
4152,IBTG,,,,0.0168714,0.112748,0.0342362,0.0294454
4153,IBTH,,,,0.0226567,0.0970811,0.0409414,0.0382237
4154,IBTI,,,,0.0272137,0.154145,0.0516076,0.0440935
4155,IBTJ,,,,0.0266422,0.17393,0.0589338,0.0546492
4156,IBTX,,,,0.137453,1.54197,0.335503,0.286536
4157,IBUY,,,,0.0913825,0.813696,0.2399,0.206783
4158,ICAD,,,,0.182002,6.62432,0.843405,0.737123
4159,ICBK,,,,0.0860652,1.04196,0.356907,0.327822
4160,ICCC,,,,0.129686,3.05912,0.75207,0.656167
4161,ICD,,,,0.234221,12.8059,0.976019,0.662448
4162,ICE,,,,0.0875534,6.76704,0.392391,0.248687
4163,ICF,,,,0.0529571,2.05208,0.225102,0.160491
4164,ICFI,,,,0.113863,1.06461,0.33234,0.281498
4165,ICHR,,,,0.266001,1.69365,0.619061,0.58068
4166,ICL,,,,0.132689,0.917092,0.309467,0.283681
4167,ICLK,,,,0.245656,0.954629,0.598086,0.591684
4168,ICLN,,,,0.0834585,1.49562,0.288228,0.23434
4169,ICLR,,,,0.126438,2.90661,0.410074,0.321985
4170,ICMB,,,,0.115447,2.80609,0.365897,0.29062
4171,ICOL,,,,0.0776752,1.15005,0.250836,0.213008
4172,ICON,,,,0.116347,10.0629,0.752743,0.576245
4173,ICOW,,,,0.0608042,0.738,0.191696,0.159605
4174,ICPT,,,,0.252091,4.25036,0.686869,0.56798
4175,ICSH,,,,0.00329139,0.093891,0.014027,0.0085366
4176,ICUI,,,,0.11159,1.19739,0.370463,0.329226
4177,ICVT,,,,0.0462562,0.727834,0.143428,0.112493
4178,ID,,,,0.0145308,1.28012,0.110117,0.0514444
4179,IDA,,,,0.072549,1.03202,0.204857,0.173232
4180,IDCC,,,,0.113987,3.43652,0.554531,0.460046
4181,IDE,,,,0.0062505,1.01648,0.205293,0.161583
4182,IDEV,,,,0.0454235,0.756005,0.154455,0.122178
4183,IDEX,,,,0.497048,3.66912,1.38022,1.17818
4184,IDHD,,,,0.0492397,0.690284,0.16861,0.14809
4185,IDHQ,,,,0.0547676,0.727648,0.159619,0.143429
4186,IDIV,,,,0.0892886,0.829835,0.298569,0.28499
4187,IDLV,,,,0.0424657,0.685475,0.122108,0.108494
4188,IDMO,,,,0.0883319,0.983323,0.272118,0.23322
4189,IDN,,,,0.249467,8.94915,0.853646,0.721765
4190,IDNA,,,,,,,
4191,IDOG,,,,0.053592,0.750101,0.159293,0.1348
4192,IDRA,,,,0.268318,5.17821,1.07965,0.926432
4193,IDRV,,,,0.100661,0.770307,0.289159,0.254614
4194,IDT,,,,0.0926188,2.76371,0.50365,0.392966
4195,IDU,,,,0.0585153,4.01853,0.212033,0.14127
4196,IDV,,,,0.0593663,0.986444,0.220706,0.18001
4197,IDX,,,,0.0892942,4.57664,0.313165,0.238837
4198,IDXG,,,,0.164202,10.9977,0.854595,0.642203
4199,IDXX,,,,0.0757092,2.99181,0.377818,0.28873
4200,IDYA,,,,0.43724,2.00255,0.980532,0.951549
4201,IEA,,,,0.0239175,2.48211,0.689355,0.569826
4202,IEAWW,,,,,,,
4203,IEC,,,,0.12077,1.2844,0.45259,0.41223
4204,IECS,,,,0.0640376,0.623765,0.174198,0.135619
4205,IEDI,,,,0.0697344,0.753595,0.200762,0.164981
4206,IEF,,,,0.0278754,0.189782,0.0548267,0.0490156
4207,IEFA,,,,0.0494503,0.822934,0.148939,0.129386
4208,IEFN,,,,0.102773,0.93467,0.302534,0.23707
4209,IEHS,,,,0.0728631,0.727422,0.209685,0.175428
4210,IEI,,,,0.0098544,0.10851,0.0314278,0.0254857
4211,IEIH,,,,0.0872535,0.539728,0.208398,0.182978
4212,IEME,,,,0.0980445,0.784193,0.221723,0.179795
4213,IEMG,,,,0.0784206,0.819157,0.192345,0.170303
4214,IEO,,,,0.111593,1.47303,0.321065,0.260984
4215,IEP,,,,0.104722,0.984582,0.312633,0.275595
4216,IESC,,,,0.122375,2.20258,0.556243,0.472116
4217,IETC,,,,0.0834357,0.77548,0.240069,0.205881
4218,IEUR,,,,0.0591512,0.809273,0.172865,0.145851
4219,IEUS,,,,0.0682752,0.774191,0.202626,0.170863
4220,IEV,,,,0.0558533,2.95426,0.225579,0.175519
4221,IEX,,,,0.0804135,1.69387,0.279835,0.234492
4222,IEZ,,,,0.0989174,1.70257,0.351054,0.297146
4223,IFF,,,,0.067882,0.934385,0.238643,0.209241
4224,IFFT,,,,0.0911129,0.91181,0.270541,0.228639
4225,IFGL,,,,0.0610544,0.943107,0.199535,0.153782
4226,IFMK,,,,0.0710856,2.80664,1.08348,0.842145
4227,IFN,,,,0.0906884,1.50103,0.322926,0.288791
4228,IFRA,,,,0.0825906,0.799991,0.219843,0.170231
4229,IFRX,,,,0.315857,7.09855,1.07612,0.698985
4230,IFS,,,,0.159202,0.99812,0.429802,0.316042
4231,IFV,,,,0.0746529,1.05027,0.182806,0.158392
4232,IG,,,,0.0358961,0.386149,0.104989,0.0751624
4233,IGA,,,,0.0519746,1.13968,0.19169,0.149949
4234,IGAC,,,,,,,
4235,IGACU,,,,0.0482315,0.568953,0.125007,0.0540627
4236,IGACW,,,,,,,
4237,IGBH,,,,0.032716,0.635228,0.0892509,0.0581228
4238,IGC,,,,0.0678888,11.8907,1.28866,1.00808
4239,IGD,,,,0.0113457,1.26468,0.199271,0.141426
4240,IGE,,,,0.0787541,4.53028,0.282028,0.206537
4241,IGEB,,,,0.0209847,0.287605,0.0575855,0.0433115
4242,IGF,,,,0.0518263,0.83827,0.160366,0.113181
4243,IGHG,,,,0.0248111,0.519259,0.0632039,0.0492028
4244,IGI,,,,0.0401119,0.557211,0.158506,0.142565
4245,IGIB,,,,0.0152469,2.892,0.154101,0.0327263
4246,IGIC,,,,0.0166735,1.71791,0.376874,0.0971929
4247,IGICW,,,,,,,
4248,IGLB,,,,0.0430062,0.645069,0.0931541,0.0806238
4249,IGM,,,,0.0607967,0.861822,0.217264,0.17627
4250,IGMS,,,,0.482589,2.11913,0.965406,0.838223
4251,IGN,,,,0.0924132,0.782905,0.260918,0.218613
4252,IGOV,,,,0.0320277,2.87464,0.108464,0.0769052
4253,IGR,,,,0.0682662,1.75123,0.251156,0.173236
4254,IGRO,,,,0.0600901,0.810325,0.170272,0.135989
4255,IGSB,,,,0.00518592,2.89049,0.137247,0.0168776
4256,IGT,,,,0.159496,2.15429,0.470662,0.36959
4257,IGV,,,,0.06398,0.798363,0.230625,0.189941
4258,IH,,,,1.09962,1.62375,1.26756,1.28481
4259,IHAK,,,,0.0831034,0.627806,0.248145,0.24186
4260,IHC,,,,0.0521069,2.16152,0.442604,0.366359
4261,IHD,,,,0.0876615,0.856122,0.207113,0.179463
4262,IHDG,,,,0.0506164,0.722683,0.146609,0.126991
4263,IHE,,,,0.066065,0.629105,0.181746,0.156246
4264,IHF,,,,0.0755825,0.953348,0.20322,0.166434
4265,IHG,,,,0.0968428,1.36312,0.307362,0.260579
4266,IHI,,,,0.0747178,0.763116,0.178771,0.151137
4267,IHIT,,,,0.0368525,0.933476,0.127308,0.0812077
4268,IHRT,,,,0.184346,1.91957,0.716038,0.59544
4269,IHT,,,,0.110347,3.94596,0.886125,0.850944
4270,IHTA,,,,0.0617045,1.1471,0.223008,0.140528
4271,IHY,,,,0.0225754,0.347174,0.0665972,0.0555399
4272,IIA.U,,,,,,,
4273,IID,,,,0.0602336,1.2023,0.231126,0.172329
4274,IIF,,,,0.0837588,1.40457,0.324659,0.288586
4275,IIGD,,,,0.0215145,0.143642,0.0421226,0.0337544
4276,IIGV,,,,0.0376511,0.397064,0.0871994,0.0592287
4277,III,,,,0.147145,2.04603,0.472508,0.420984
4278,IIIN,,,,0.17228,3.01704,0.547736,0.419949
4279,IIIV,,,,0.244151,2.97315,0.68997,0.540207
4280,IIM,,,,0.0304079,0.863578,0.113812,0.0952333
4281,IIN,,,,0.193159,1.49286,0.650055,0.611348
4282,IIP-A,,,,,,,
4283,IIPR,,,,0.19823,1.386,0.508363,0.45842
4284,IIVI,,,,0.144207,2.81016,0.497443,0.442201
4285,IIVIP,,,,0.239499,0.450306,0.38048,0.408246
4286,IJAN,,,,0.0612715,0.567623,0.180699,0.10988
4287,IJH,,,,0.0587516,1.99769,0.206828,0.160682
